,z
0,5.700984
1,7.1063247
2,5.688009
3,-1.4597975
4,-2.311364
5,2.554094
6,-0.13409325
7,4.4840674
8,3.7061348
9,-2.5781138
10,3.11245
11,0.55108404
12,-6.2597375
13,0.68914545
14,1.9647763
15,1.346804
16,-0.4371549
17,-0.012521601
18,3.8080013
19,-2.9251251
20,-1.318234
21,2.1553884
22,3.8284888
23,5.434632
24,-8.157211
25,3.0991642
26,0.9844282
27,-5.742276
28,3.461288
29,1.8036653
30,-4.3182573
31,2.816876
32,-3.6189086
33,1.0094031
34,-1.2376868
35,-3.3993437
36,-5.305966
37,3.2402258
38,2.6804628
39,0.42329812
40,-0.42412513
41,-4.5012903
42,0.8164257
43,-2.67003
44,-2.993769
45,-1.0529238
46,2.7880788
47,-1.0218741
48,-0.3456702
49,5.5317507
50,8.153785
51,1.143014
52,-4.9017806
53,4.9117904
54,-0.76479334
55,0.9345863
56,-1.756167
57,3.455443
58,10.552028
59,-4.2290006
60,-2.588153
61,0.8433612
62,-7.212411
63,-7.4024057
64,3.2999182
65,-1.5111938
