,z
0,5.0127997
1,1.2545311
2,-0.67583084
3,-3.677584
4,-1.4709524
5,-1.5327452
6,0.18436177
7,-0.26066133
8,4.4216447
9,3.1613128
10,-2.6340182
11,1.220112
12,1.2775055
13,1.1656346
14,1.4038341
15,9.088851
16,5.8427
17,-3.3902915
18,4.1362734
19,-0.74756217
20,-1.2748262
21,-2.0707119
22,-0.44333687
23,0.019176628
24,-4.0433087
25,-2.410887
26,1.938998
27,0.9193776
28,-3.9117422
29,-0.83222634
30,-2.5942936
31,6.6506395
32,3.5255764
33,-5.266169
34,-8.264999
35,-0.5376018
36,-3.0301132
37,4.5261483
38,1.0454376
39,2.6598887
40,-2.3372006
41,-2.1675618
42,3.7822201
43,-1.7729119
44,-5.664866
45,2.339563
46,-1.9577523
