,z
0,2.584917
1,2.6224837
2,2.4053748
3,2.3115642
4,4.0199413
5,7.6477985
6,-4.419765
7,7.370992
8,-3.7350044
9,2.8723116
10,2.9943857
11,0.050147045
12,3.982886
13,3.7502608
14,4.480271
15,-2.0842326
16,1.3360665
17,-0.8731532
18,1.155388
19,5.927698
20,-2.488251
21,-0.946734
22,1.8948815
23,-0.80560195
24,3.3337526
25,0.14464244
26,-2.0130847
27,0.2977379
28,-1.5413505
29,-6.7362957
30,1.6589292
31,-0.73533326
32,-1.1059605
33,0.9266762
34,2.0584335
35,-0.4628975
36,-1.2237937
37,-0.09902144
38,-1.7446339
39,0.7059822
40,-0.27296537
41,9.750997
42,-7.0419593
43,9.539507
