,z
0,-0.80856353
1,6.692147
2,-1.6039093
3,-3.8335474
4,2.9970925
5,-3.5768697
6,2.2769353
7,-0.69001204
8,-4.20797
9,-1.536001
10,-3.4141068
11,-3.1890614
12,2.1446762
13,-0.052156877
14,4.8750167
15,-0.29101858
16,-2.2740974
17,4.1316752
18,1.3499668
19,3.531059
20,1.6119651
21,0.06279917
22,-2.1983037
23,5.244551
24,3.9682248
25,7.6896157
26,-9.116285
27,-1.4991162
28,-4.7175727
29,0.22077176
30,3.399153
31,3.3323278
32,-2.791054
33,-4.059957
34,-1.1143717
35,-5.835755
36,4.7371306
37,-2.4851925
38,0.7937601
39,-1.3987124
40,-0.14301541
41,6.308445
42,-9.343993
43,4.364676
44,-2.1325068
45,10.078137
46,-2.4002314
47,10.123194
48,5.077079
