,z
0,0.0336552
1,3.6100996
2,3.408978
3,-2.6148114
4,-0.7926458
5,3.2777324
6,-4.181096
7,-5.3387666
8,-1.136912
9,3.0915024
10,3.5160723
11,3.120457
12,-2.004789
13,-2.4834833
14,2.325192
15,2.5470684
16,2.2226522
17,1.9178984
18,2.0924003
19,-5.2950745
20,1.7436305
21,2.0003579
22,-3.2475967
23,-0.6682879
24,5.736864
25,-6.328345
26,-0.35830706
27,7.830479
28,-0.059354447
29,3.689292
30,-3.141583
31,-2.7562032
32,1.4505526
33,5.057285
34,-1.7413269
35,-6.9060283
36,3.0145147
37,7.443876
38,-2.2444665
39,-4.738492
40,4.709328
41,0.73253703
42,-6.086252
43,-3.620919
44,2.850993
45,-0.62094367
46,6.965075
