,z
0,1.0043509
1,-4.210367
2,4.219281
3,-8.361384
4,-5.058235
5,-1.6002332
6,1.4187324
7,0.68103266
8,0.775573
9,-4.3825397
10,-2.0801673
11,-3.2023096
12,-2.012836
13,-3.1490407
14,3.239131
15,-2.7387664
16,3.3682754
17,4.715146
18,-1.3835858
19,-1.8524691
20,2.1482697
21,-4.372796
22,0.2139207
23,-5.979754
24,-4.402824
25,-1.223773
26,0.8993465
27,-4.187708
28,-1.422677
29,-0.97186077
30,-1.6690673
31,-8.80306
32,5.1213474
33,8.392171
34,1.2831113
35,1.6577703
36,3.8928132
37,0.88847715
38,0.45405486
39,-2.3111687
40,0.8224963
41,0.71217835
42,-0.41132927
43,3.9755604
44,-3.5034025
45,-0.207148
46,0.79461485
47,3.2275581
48,-1.7716979
49,-1.196647
50,-0.77658683
51,4.813988
52,0.5948367
53,2.3820055
54,0.7636141
55,-4.026553
56,1.8314629
57,-4.3949127
