,z
0,-0.2448839
1,4.178351
2,-4.47673
3,-0.26739943
4,-1.2958695
5,-2.6896758
6,2.0257246
7,4.8738084
8,4.437374
9,2.1626778
10,1.6389544
11,5.5048847
12,0.059293337
13,1.6087521
14,0.83690983
15,3.395971
16,-2.3209388
17,3.6110559
18,-2.5100813
19,0.9692917
20,-1.0521927
21,-2.8503416
22,-1.0341171
23,-1.6414528
24,5.9527664
25,2.2087407
26,-0.4032746
27,7.481893
28,-0.03525402
29,1.2760572
30,-3.1238184
31,4.5672626
32,2.1746101
33,0.42247316
34,-6.418096
35,-0.82695085
36,1.1309936
37,4.570022
38,9.149355
39,-1.1339352
40,-5.00918
41,8.714438
42,-5.01544
43,-2.6486158
44,-0.20114404
45,-2.2189085
46,-1.5429994
47,-3.638829
48,-1.7268554
49,2.8414617
50,3.2969341
51,0.82971555
52,0.18259698
53,0.98398495
54,0.23923987
55,6.2961974
56,-0.39766932
57,-5.063719
58,0.22359276
59,-3.4761546
60,-4.159922
61,-1.3124202
