,z
0,-2.7584212
1,-2.6546538
2,0.6297022
3,8.398813
4,-2.074591
5,-3.5654771
6,7.9849243
7,6.510682
8,-3.3445916
9,4.095816
10,-0.6448659
11,3.03891
12,0.12964909
13,-0.42710006
14,1.9155208
15,-4.816088
16,6.3705544
17,-2.6261742
18,4.274891
19,-4.089927
20,5.840223
21,-1.4819497
22,0.2865956
23,-3.490602
24,1.8655859
25,-1.2604641
26,3.7748988
27,7.0664105
28,1.1375808
29,2.381174
30,-1.4150953
31,-3.2204356
32,0.68540144
33,-4.703776
34,4.5441504
35,6.0372934
36,-1.3230673
37,-0.0010160396
38,2.8129604
39,0.80494446
40,-2.3138058
41,-1.1226994
42,-1.0942674
43,2.9596422
44,2.1400156
45,4.616059
46,3.841563
47,3.1227574
48,-3.929528
49,2.899879
50,-4.351578
51,-0.1042404
52,3.4193072
