,z
0,6.2196236
1,-1.275389
2,3.6608644
3,3.7253907
4,1.0399039
5,1.9734199
6,-2.6206665
7,-0.9005521
8,2.1858184
9,0.575445
10,-0.5418563
11,-1.6140189
12,0.660402
13,-1.1432304
14,1.3478183
15,-2.4583814
16,-6.3395376
17,3.894039
18,1.3361992
19,-2.8155086
20,-2.3279653
21,1.4003423
22,-0.83984166
23,0.50307703
24,0.18218781
25,3.1588678
26,0.021166326
27,0.39786497
28,-0.087105304
29,-3.1877801
30,0.658792
31,3.871977
32,-5.5438414
33,1.7944485
34,7.557185
35,-2.1303675
36,2.1796308
37,3.8321412
38,-4.7484727
39,-2.4366171
40,0.32559952
41,-2.7147176
42,-1.4596372
43,8.240263
44,1.0962155
45,1.8824362
46,0.6739146
47,-1.9634157
48,-4.2580376
49,-10.628717
50,0.54421
51,-6.4765887
52,4.768508
53,-3.6337452
54,-4.1619782
55,8.824273
56,2.02554
57,2.9359415
58,-1.7891661
59,-1.0009589
60,3.682344
61,1.5197313
62,-0.5552692
63,0.900604
64,0.2788533
65,6.3798957
66,-1.2996563
67,1.5174354
68,-4.6710734
