,z
0,0.90176445
1,-3.4717462
2,0.34527847
3,3.5503488
4,3.319555
5,0.62416464
6,-3.5169768
7,-1.4546483
8,6.3355446
9,-0.1471937
10,-3.366823
11,8.218024
12,4.142121
13,1.9749166
14,-1.497404
15,4.2254353
16,1.3837903
17,-6.011141
18,-5.537509
19,-7.121187
20,2.6593647
21,1.9139167
22,4.5188885
23,-2.1156914
24,-0.11921607
25,2.6952646
26,-0.3062967
27,2.0805647
28,2.7412617
29,-0.6277539
30,-2.393595
31,3.6659465
32,-2.5116856
33,-5.380029
34,-1.0458165
35,-2.8260202
36,-2.4790041
37,-4.5823216
38,-5.1088634
39,-1.9218954
40,-0.823139
41,-1.5729561
42,3.641458
43,-3.844298
44,-0.119833134
45,4.9352574
46,-3.2543998
47,-2.9415762
48,4.5873594
49,3.3798597
50,-3.2697725
51,0.22186406
52,-2.6075892
53,0.047109965
54,-2.926981
55,-3.6898854
56,-2.7700014
57,5.0912457
58,4.7817526
59,-3.6143007
60,2.0161312
61,0.7711608
62,6.3046913
63,1.3340997
64,-4.7448697
