,z
0,0.13826309
1,-2.7328942
2,3.5374892
3,6.9539404
4,-5.358588
5,-4.6851993
6,-1.2050697
7,-6.736782
8,0.64426905
9,-3.1500533
10,3.465937
11,-4.1728225
12,-2.8538532
13,0.49615207
14,3.9062085
15,4.2392006
16,3.4889946
17,1.3788939
18,-1.1993761
19,-7.0237894
20,0.359544
21,-0.56486964
22,2.453207
23,6.635779
24,-4.281831
25,0.8765303
26,2.0694716
27,-0.23872957
28,3.9132211
29,1.214048
30,0.42763728
31,-2.7091532
32,-0.78208524
33,0.15512747
34,0.31672493
35,4.221055
36,0.8017141
37,-4.7722473
38,-1.1944219
39,-0.9244537
40,2.901474
41,-4.1870584
42,-5.703744
43,2.5512602
44,-0.2220642
45,0.5335684
46,-0.771767
47,2.0243692
48,3.4855807
49,5.340573
50,0.18707667
51,0.07169708
52,0.2020991
53,-2.944299
54,1.6974034
55,-0.7970109
56,0.21752435
57,2.4892895
58,0.019992324
59,2.8144472
60,-2.8746738
61,2.3296027
62,2.0365543
63,2.384128
64,5.3707867
65,-0.680983
66,8.051299
67,-1.6223117
68,3.5512583
69,2.2757912
70,-0.16314502
71,-2.511719
72,3.395991
