,z
0,-1.1462423
1,6.1544704
2,4.3334837
3,-3.0847118
4,-2.0499313
5,-1.6538087
6,-1.6229944
7,-3.4717462
8,0.34527847
9,3.5503488
10,3.319555
11,0.62416464
12,-3.5169768
13,-1.4546483
14,6.3355446
15,-0.1471937
16,-3.366823
17,8.218024
18,4.142121
19,1.9749166
20,-1.497404
21,4.2254353
22,1.3837903
23,-6.011141
24,-5.537509
25,-7.121187
26,2.6593647
27,1.9139167
28,4.5188885
29,-2.1156914
30,-0.11921607
31,2.6952646
32,-0.3062967
33,2.0805647
34,2.7412617
35,-0.6277539
36,-2.393595
37,3.6659465
38,-2.5116856
39,-5.380029
40,-1.0458165
41,-2.8260202
42,-2.4790041
43,-4.5823216
44,-5.1088634
45,-1.9218954
46,-0.823139
47,-1.5729561
48,3.641458
49,-3.844298
50,-0.119833134
51,4.9352574
52,-3.2543998
53,-2.9415762
54,4.5873594
55,3.3798597
56,-3.2697725
57,0.22186406
58,-2.6075892
59,0.047109965
60,-2.926981
61,-3.6898854
62,-2.7700014
63,5.0912457
64,4.7817526
65,-3.6143007
66,2.0161312
67,0.7711608
