,z
0,-1.7856756
1,2.4382744
2,4.5376024
3,-2.7397497
4,1.9614055
5,6.956212
6,-0.14448467
7,-8.210127
8,1.2845913
9,-1.8407693
10,6.176134
11,-3.8049235
12,-1.0766852
13,3.023583
14,-2.5139945
15,-0.25310332
16,7.5999594
17,0.6611942
18,4.84547
19,-2.1744716
20,10.249878
21,-7.336359
22,-1.465597
23,1.4778872
24,-1.6401658
25,2.3859644
26,4.3844986
27,-0.89645433
28,0.34886584
29,1.4464107
30,-0.50270927
31,4.8685827
32,0.36113936
33,4.159644
34,-2.563006
35,2.630407
36,1.7917734
37,-0.73397297
38,2.2196317
39,3.6402652
40,4.49246
41,1.2845212
42,-8.705829
43,0.7114873
44,2.3111534
45,2.0404856
46,2.3221188
47,-0.4134111
48,7.4855227
49,0.76378715
50,5.204784
51,-4.98065
52,2.3668244
53,2.2419186
54,5.1307096
55,-1.9427633
56,0.11166787
57,0.17059591
58,-6.1816134
59,1.5785923
60,-3.3183858
61,-0.035775762
62,-4.5399766
63,4.0263834
64,3.3038702
65,0.64493716
66,4.2092443
67,-2.337295
68,-0.42898402
69,-0.5020992
70,2.8598368
71,5.230034
72,-0.5268395
73,2.7177181
74,2.5961351
