,z
0,1.3671889
1,1.3986888
2,-4.5770364
3,-1.7724663
4,-0.9822583
5,-0.81601644
6,6.1265574
7,-0.9335756
8,4.223283
9,1.7189372
10,-6.332602
11,-1.2507995
12,0.93102896
13,2.9875803
14,-1.0423477
15,2.33153
16,1.1440053
17,3.3358467
18,-2.2800937
19,-5.6839175
20,0.29266557
21,1.0948553
22,7.744726
23,-5.7232976
24,-3.5307698
25,-2.5163276
26,5.528996
27,1.0378548
28,-1.7163643
29,3.2819738
30,9.164575
31,-1.556578
32,-2.0317543
33,2.3635147
34,0.6717734
35,-1.1225946
36,1.6520523
37,1.5886245
38,-0.3536183
39,-5.3743553
40,-2.1860933
41,2.5856698
42,3.153564
43,-0.14180623
44,3.3784792
45,2.4189792
46,5.0114746
47,-5.594672
48,-4.3917184
49,-2.5539353
50,2.766332
51,-5.319018
52,-1.3938944
53,0.078070484
54,-2.4038095
55,2.0220058
56,0.14268243
57,-1.17538
58,4.0123267
59,6.258683
60,3.7302856
61,-5.9829745
62,7.3044844
63,-2.4620543
64,7.9851007
65,-2.916
66,3.4278946
67,-2.1138325
