,z
0,6.5437746
1,6.5212345
2,1.2657739
3,5.708893
4,-2.9156663
5,8.360185
6,0.059834357
7,-0.5964692
8,1.4488771
9,-0.67583823
10,2.9210675
11,1.3915753
12,1.4733429
13,-1.496306
14,-9.930568
15,5.490969
16,-2.3707397
17,-3.8278654
18,-3.1737695
19,4.814113
20,-4.5526934
21,6.0036926
22,0.56659335
23,-7.461188
24,1.5888973
25,3.0751476
26,2.7779732
27,-1.7600061
28,6.3163414
29,5.758591
30,7.67164
31,2.6034825
32,1.0691929
33,-1.3401579
34,-5.0058603
35,0.43348855
36,5.9112744
37,-3.3754032
38,3.2044287
39,0.21297808
40,-1.1973581
