,z
0,0.91579634
1,-0.68861854
2,1.0818174
3,-7.0667176
4,-3.6085243
5,0.85156643
6,-0.36644894
7,4.2393928
8,-1.7476828
9,-1.0706222
10,-1.0773727
11,0.022522882
12,3.320871
13,2.1970174
14,3.5888264
15,-3.707816
16,7.9273443
17,3.0708537
18,0.59762746
19,2.004623
20,-10.290565
21,2.3626342
22,-4.1214633
23,2.1206465
24,0.6332079
25,0.1917128
26,0.021660954
27,-7.501772
28,1.692195
29,-5.496214
30,-1.5173438
31,6.671128
32,1.1580335
33,6.3310614
34,3.169256
35,-1.0402428
36,0.83491397
37,2.1938934
38,3.7187936
39,-2.283022
40,-1.7574202
41,1.9144989
42,3.8232372
43,5.71216
44,4.048768
45,0.47305915
46,-2.7568622
47,8.367772
48,-1.8222371
49,1.3106552
50,0.33061683
51,-2.1945667
52,-4.920661
53,-1.3428698
54,1.7271996
55,-0.056985386
56,-2.7913551
57,-3.0589976
