,z
0,-1.3082387
1,-0.48292908
2,-0.70918536
3,4.4297705
4,-3.952478
5,-1.0282891
6,3.095453
7,0.94123054
8,4.3453493
9,-0.5059813
10,-0.9407737
11,-0.030091653
12,2.7856972
13,0.78294086
14,1.2067642
15,-1.5559266
16,-2.8171964
17,3.1043117
18,-3.957447
19,-8.351698
20,2.9419522
21,-2.6440039
22,8.119968
23,-3.268125
24,-3.6410577
25,0.25808975
26,2.503964
27,-2.5435815
28,-2.6201603
29,-7.7360415
30,7.9748454
31,-6.1290345
32,-2.3284984
33,5.8667006
34,-4.262621
35,-2.9821782
36,-5.061353
37,-3.3998473
38,4.4012775
39,0.72464216
40,3.6711206
41,2.4581242
42,2.7342367
43,3.4645922
44,7.300387
45,4.6484604
46,-0.021115614
47,-1.9681435
48,2.678034
49,-0.25067747
50,6.953116
51,0.38693923
52,1.3566792
53,-0.67504203
54,2.1569817
55,0.043925676
56,-1.3979917
57,0.58567744
58,7.4621224
59,-1.5196425
60,5.787992
61,2.122362
62,1.6477824
63,9.350773
64,-0.062344816
