,z
0,1.0860196
1,4.486836
2,4.9428782
3,-0.7517283
4,2.4227018
5,-0.634179
6,-0.8503052
7,0.8729851
8,-3.2991147
9,0.8580672
10,-0.74434227
11,-0.45236096
12,3.2936957
13,2.2351296
14,3.9763775
15,-1.2335395
16,-2.3214955
17,-0.9659162
18,1.3904665
19,5.240344
20,-0.16005345
21,1.14978
22,-1.010959
23,-0.9762175
24,1.1040376
25,-1.8492333
26,1.2830472
27,1.5572299
28,-0.68226445
29,-1.3393354
30,1.0999858
31,-1.2270365
32,4.1790032
33,-1.4312792
34,-3.177277
35,-2.5074232
36,-0.70453346
37,1.3533499
38,-2.1765141
39,-3.7317595
40,-7.497912
41,0.29149702
42,10.150736
43,0.4164365
44,0.144523
