,z
0,-1.6487975
1,0.27631852
2,2.6799157
3,-5.417009
4,-4.076254
5,-4.502633
6,0.88707846
7,-2.3521428
8,-4.2563877
9,5.7998943
10,-1.7860386
11,0.9638643
12,2.3593636
13,-3.2555916
14,-1.4559152
15,2.6886568
16,-4.4403725
17,-6.589114
18,1.5617967
19,2.207047
20,3.2684941
21,-4.007708
22,8.122368
23,-1.1499835
24,-0.92239136
25,-0.36301515
26,-1.8560677
27,-2.3409653
28,1.2844619
29,1.8863552
30,2.1095116
31,1.6709172
32,-4.5115304
33,4.4750347
34,-6.096093
35,-3.4534125
36,-1.3268731
37,0.6870506
38,-3.1155846
39,5.04643
40,0.07892204
41,0.6501362
42,-3.8432744
43,0.77566874
44,-0.7179241
45,-0.487342
46,6.014751
47,-6.67167
48,4.5079536
49,3.3409445
50,1.4481059
51,-1.1302044
52,-0.5145102
53,-2.6621306
54,-0.13267013
55,4.7569118
56,-3.6511934
57,4.8724346
58,7.703502
59,-4.4495683
60,-0.82901555
61,4.787985
62,-0.13458851
63,2.1435974
64,3.4326391
65,-5.311738
66,0.016640581
67,-1.9619086
68,-0.3419959
