,z
0,2.5456293
1,-2.248708
2,-3.2291884
3,1.3488383
4,9.2253275
5,4.4446626
6,3.870608
7,2.419047
8,-2.2855887
9,3.4246967
10,7.9491906
11,-2.665063
12,-0.26913938
13,-6.699906
14,1.4684292
15,1.4306781
16,-1.1322826
17,1.0933802
18,-4.053253
19,-0.5304495
20,-1.1259382
21,-3.5657542
22,2.9345586
23,-0.04871844
24,-2.1247199
25,7.510688
26,-0.16608772
27,7.446573
28,-4.395807
29,-1.0792092
30,3.8933923
31,-3.6999462
32,-1.5792084
33,1.0269697
34,-3.9519424
35,5.147512
36,3.4103408
37,1.2246797
38,-0.68282175
39,-0.11895402
40,2.568299
41,-6.1361914
42,4.286981
43,0.08758246
44,-0.83304495
45,4.2030625
46,-2.7108984
47,1.382068
48,2.1115246
49,1.1415375
50,-2.9634106
51,0.8610101
52,-5.3818192
53,1.8778322
54,-2.251609
55,2.8628418
56,4.5666924
57,2.1825724
58,-4.7135825
59,6.682019
60,-0.6934011
61,3.8538523
62,-0.5212196
63,-0.5251513
64,1.0502352
65,-5.741431
66,-1.9841763
67,2.8169122
68,6.5602317
69,1.5267248
70,-3.4466386
71,4.161364
72,-3.3673968
73,4.919642
