,z
0,-0.051904224
1,-0.10209317
2,0.082308084
3,4.261943
4,-0.22123298
5,6.7500043
6,-3.5184288
7,3.9891956
8,0.7541877
9,3.9599717
10,-0.84109735
11,-1.2105747
12,4.2237835
13,-3.2903216
14,6.4373045
15,0.12904719
16,5.938469
17,-5.338875
18,1.340565
19,-0.968546
20,1.1920774
21,-6.1426463
22,2.8598783
23,2.0188646
24,4.025197
25,-1.6238859
26,1.9451233
27,0.8941868
28,1.5515385
29,4.4814763
30,4.5276713
31,0.3402965
32,1.9895658
33,-0.75992775
34,-4.547323
35,-2.9496703
36,-7.094843
37,-3.0049968
38,-2.1373382
39,-13.954035
40,-2.0100532
41,0.98057586
42,0.29403016
43,-1.3666312
44,-4.9959893
45,-6.0112934
46,3.1469421
47,3.330336
48,12.875691
49,-2.8454938
50,-4.430463
51,7.149921
52,7.7689047
53,8.608389
