,z
0,0.44491738
1,-2.2993538
2,-0.37433442
3,-4.747663
4,2.2005403
5,1.8464814
6,-2.1809404
7,0.3543108
8,3.677457
9,-1.7761731
10,-0.091427416
11,-3.0104244
12,0.11809125
13,0.11965605
14,-2.8423493
15,-5.450522
16,-3.3197894
17,1.9921943
18,7.212011
19,-1.8101586
20,-2.7793593
21,2.7375202
22,-1.3324244
23,2.8575196
24,2.2428827
25,-0.6294083
26,1.6271719
27,-7.9027023
28,-2.0467143
29,-0.46054953
30,2.0855463
31,-3.9287214
32,6.353976
33,-5.500577
34,-2.5158381
35,7.548851
36,2.078152
37,-5.8439074
38,2.1168017
39,1.2669346
40,-7.578361
41,0.5439656
42,2.177356
43,-1.558912
44,-2.587666
45,-2.0422933
46,3.4653592
47,-1.5083747
48,2.4253724
49,-0.6781121
50,-5.987295
51,0.46292967
52,2.523971
53,7.3686075
54,1.2936716
55,-6.0679235
56,0.3462518
57,5.3584023
