,z
0,-0.56211257
1,-0.53615165
2,5.16628
3,-1.315905
4,1.0849674
5,-4.3417187
6,0.13564539
7,2.6482122
8,-0.9649338
9,7.868085
10,0.18602814
11,3.993801
12,1.4675608
13,1.9278507
14,-0.7793055
15,0.51290476
16,1.892109
17,-3.0413682
18,5.7981243
19,-2.5747652
20,3.020249
21,3.6209111
22,-4.4191804
23,0.40848958
24,-0.26806855
25,3.5805016
26,-7.1135106
27,-5.229353
28,0.7303448
29,5.3936954
30,-1.4252744
31,3.2393632
32,2.212392
33,-0.21895866
34,-1.9780699
35,-5.5884886
36,-1.1766416
37,-4.962408
38,-2.7354531
