,z
0,-3.201132
1,-3.109465
2,-4.4544826
3,-7.689495
4,1.8597842
5,-1.663488
6,0.6742347
7,2.6964793
8,1.363994
9,3.5364003
10,-1.3568705
11,2.0856194
12,1.4566365
13,1.223229
14,2.2383666
15,3.340722
16,3.9625611
17,1.9399686
18,1.0674915
19,0.96001995
20,6.7144933
21,-4.3754354
22,-1.5970429
23,5.2293234
24,3.0473309
25,-2.7571316
26,-2.379648
27,-4.1622424
28,2.7718642
29,0.28351402
30,-3.5238793
31,3.6162426
32,-0.379373
33,-0.056387585
34,-0.4306622
35,2.5198925
36,4.2594466
37,-1.0646248
38,5.3885326
39,3.176936
40,-0.7896633
41,-6.092882
42,2.627891
43,-4.032194
44,1.2636772
45,-6.579487
