z,pt,dzErr
-0.48939505,0.8107697,0.06326166
1.7478887,1.3558873,0.032395788
-0.26336205,1.0280379,0.041883603
-3.0240731,0.7490396,0.03787902
0.0072305975,0.5844564,0.038587123
-2.8695033,1.2837613,0.017680114
-0.21130496,1.3673561,0.01657301
0.522732,0.9166029,0.013439385
1.2172495,0.6993548,0.012077703
-0.24440274,0.7475786,0.011160602
-2.7078822,0.5735925,0.012651502
0.17752045,1.2721246,0.006291298
-7.0241566,2.08337,0.015476469
-1.2105191,0.77560914,0.033023797
2.295288,0.6572494,0.07417688
-0.2589193,1.0232354,0.059458252
0.85797393,0.76574075,0.06775328
-1.6447437,1.6089921,0.03802619
3.8508124,0.67783964,0.052531563
-0.5659331,0.65515214,1.5093359
-2.6899793,0.9177375,0.06721231
-0.18067597,1.5691541,0.036769968
0.8812908,1.7812243,0.008489485
-7.025383,0.77841467,0.02868252
-2.8800588,0.7494755,0.03457743
0.83804506,0.86761445,1.0761949
-0.23177734,0.6439768,0.026740488
-0.7456189,0.8461666,0.02780894
-0.12113869,0.8639196,0.05485179
3.9494588,0.51506567,0.046075687
3.5913742,0.5194546,0.046228547
-5.739497,0.5261588,0.06424035
-2.9353864,0.72353333,0.00916789
-4.110776,1.0712677,0.024222972
-2.5586305,0.5011382,0.18962666
-0.26454946,0.5405947,0.020268125
0.5692923,2.0650566,0.06864064
3.9262662,0.55964154,0.09306216
5.314075,1.8714101,0.054131504
2.6679778,0.68138677,0.05026757
3.5007997,1.555262,0.06911021
3.8483424,1.2809854,0.08568924
3.359192,1.0817391,0.082706384
3.6918871,1.3118554,0.10355115
5.455883,1.1121691,0.08426625
5.3708744,0.8419457,0.1363456
0.6532266,0.513758,0.26685077
1.0835817,1.2633755,0.07155829
3.4178793,1.119902,0.07369563
0.89597446,1.3499641,0.054052968
3.891745,1.5108508,0.052568186
0.69323033,0.5943633,0.13281894
-3.082097,0.6507667,0.15554166
2.4368591,0.72780627,0.096143
-2.984458,0.71436626,0.091657646
0.31610957,1.241023,0.05370757
2.539946,0.88026625,0.076599054
-0.16083103,0.8472952,0.13767208
3.810409,1.1434216,0.07408237
2.4037673,0.5644706,0.13994755
1.6800717,0.63722086,0.09945697
-0.3207925,0.66430944,0.18380207
0.07741334,1.5153583,0.056661867
1.1226467,0.53730685,0.11794582
1.9120833,0.66083765,0.099049054
-1.6324401,1.5351138,0.0447334
-2.6210387,0.6122101,0.11392969
0.27856842,1.211879,0.062057618
-2.929757,1.7974806,0.05578188
-4.2192907,1.2632179,0.080700375
-0.25740325,2.5034826,0.0322856
0.045936666,0.67473674,0.12566178
2.932301,0.528795,0.14653215
0.23789124,0.5253679,0.16713163
-0.020235712,0.56790245,0.1413404
0.5281041,3.5192845,0.016939921
0.5750361,4.334531,0.015163055
-2.9700804,0.6570875,0.09707346
-0.2746538,1.1644597,0.05221115
-6.576265,0.54133904,0.17444457
3.9839835,0.9259101,0.051593017
-0.13602999,1.0812763,0.04829684
4.00793,1.0372807,0.05593669
0.19052844,0.9460342,0.070104286
-0.3045136,0.7588245,0.07124968
-4.2070494,0.6043598,0.08635989
-4.2600393,1.8580476,0.03354642
-0.14502954,0.55937487,0.08229711
-2.8494568,0.8779601,0.060335252
-0.5520996,0.5890467,0.16607353
-5.580068,0.60683924,0.087258525
2.3204443,0.5782924,0.13697177
3.7761896,2.369721,0.031528845
0.19579785,1.7819176,0.034099985
0.13171029,6.252341,0.015467018
3.9508061,1.3627448,0.031226244
0.41748592,0.506477,0.0744252
0.13141005,2.7055633,0.014678301
-2.7336936,0.5399965,0.08956138
0.5370188,1.5153975,0.024993075
0.28323406,0.7173852,0.047275532
4.0084267,1.9514844,0.02290623
-4.0651917,0.9690168,0.04076695
-4.1848526,1.5510775,0.029105734
-4.857819,0.50211924,0.08218528
3.8930542,0.5728262,0.073431544
6.629641,0.96443397,0.04362868
-2.8223488,1.0650536,0.041487336
-2.6654758,0.6299665,0.058356836
0.6144117,1.2487525,0.027964467
4.4989657,0.6890773,0.05434209
1.8654616,2.3511329,0.020131428
3.9264736,0.5906052,0.12308642
0.063788064,0.5308385,0.08236952
-0.021133596,0.591824,0.074564554
-0.16951737,0.5315921,0.065098956
-2.9677284,0.9900109,0.04559759
0.40481165,1.1751903,0.038975388
0.21640803,0.8158321,0.062323537
-2.9933577,0.6877195,0.053472374
3.7465024,0.6588559,0.049131088
0.20881175,0.8085053,0.042795796
2.1125293,0.83330375,0.03753863
0.521967,1.9426935,0.01650699
3.5699239,1.8661641,0.01779145
1.1805434,0.75772935,0.042582933
-6.023533,0.6924368,0.047561098
5.0995054,0.51288915,0.111281216
