,z
0,3.7820702
1,-0.8813798
2,-7.8915634
3,0.80213386
4,2.3133097
5,-0.2486157
6,0.58785963
7,-3.968497
8,-5.23472
9,0.8323891
10,-1.2976971
11,2.2967887
12,-0.3096404
13,-2.4591498
14,-1.030543
15,-0.44377533
16,-0.122738615
17,-2.8101037
18,4.3412395
19,-4.061394
20,2.5327327
21,-4.453983
22,4.253592
23,3.205506
24,2.9564748
25,-4.429231
26,-1.805631
27,2.1050882
28,2.5488956
29,-2.394975
30,-1.3699335
31,9.082093
32,1.3216
33,3.097615
34,2.3983805
35,-4.1222568
36,2.6668203
37,2.7276573
38,1.8233423
39,0.24450158
40,-3.6160924
41,-2.1595633
42,-1.3629233
43,0.9054917
44,0.67755264
45,4.824538
46,-2.7352173
47,1.178974
48,0.17160253
49,1.9161263
50,-2.5398653
51,1.1038687
52,-2.6655428
53,1.5553359
54,4.444287
55,-0.46607718
56,1.0712858
57,6.1434803
58,2.1941035
59,0.30138588
60,-0.6127986
61,12.219088
62,2.5177362
63,5.144268
64,5.2016177
65,0.51951426
66,-4.5849934
67,2.7792351
