,z
0,-0.052289855
1,-0.22471379
2,-1.3641104
3,3.3248973
4,0.7520592
5,3.9784932
6,-0.19870418
7,-2.8448954
8,4.021811
9,-4.554721
10,4.2617846
11,6.438116
12,4.023913
13,0.74287224
14,-2.8931484
15,0.12832093
16,4.516892
17,-0.7632997
18,-3.5205686
19,-3.1913576
20,-5.6714735
21,2.1915035
22,-4.99885
23,0.782638
24,0.30282027
25,1.9424132
26,8.592319
27,6.7503414
28,0.33317313
29,1.5451466
30,3.162653
31,-3.2892702
32,5.9391966
33,3.8589065
34,-13.953749
35,7.781122
36,-2.9702182
37,-5.342262
38,7.129467
39,-6.1596546
40,-2.0198839
41,2.8509684
42,-7.1046314
43,-0.81132317
44,-1.6260164
45,0.08640146
46,12.881285
47,-2.1639857
48,-2.0023506
49,1.3412324
50,-6.1407986
51,4.481827
52,-2.4159148
53,1.1899142
54,-4.4233065
55,2.01172
56,1.9929153
57,-2.1295135
58,-0.9674125
59,0.59736305
60,-0.8428
61,-4.552891
62,-1.2119644
63,-0.81454426
64,0.9699247
