,z
0,4.3331237
1,4.298424
2,2.3853033
3,2.3215508
4,-0.17868523
5,2.3449147
6,-0.113690354
7,1.5959705
8,-0.5356119
9,-6.486894
10,-2.7809036
11,0.19402584
12,5.5562053
13,-7.040697
14,2.9546027
15,0.5377751
16,-1.1137975
17,1.2243469
18,-1.6783274
19,-0.05933619
20,-0.3761857
21,4.913084
22,-1.8181747
23,1.7004302
24,-0.6709846
25,1.266833
26,-2.1218395
27,5.7795396
28,0.6931645
29,-2.0065904
30,-1.420424
31,0.94901484
32,1.645097
33,2.4504735
34,5.0681715
35,0.009511993
36,2.085228
37,1.3232231
38,-5.7114496
39,1.1992985
40,0.8895464
41,-0.23169763
42,1.3731033
43,2.5855622
44,3.3082395
45,-1.7784591
46,0.25626007
47,-0.8998175
48,-3.28562
49,-3.23503
50,4.0733047
51,3.4255414
52,6.0563307
53,-4.1315017
54,3.725416
55,3.565999
56,-4.9576845
57,9.510411
58,-6.2879205
