,z
0,3.2311535
1,3.437406
2,0.18726379
3,-3.1600301
4,5.3706045
5,3.869479
6,-4.8022375
7,-1.3515792
8,-0.93018395
9,0.6506245
10,-1.6440359
11,-4.101314
12,-2.242576
13,4.560806
14,4.524886
15,2.7721071
16,-3.9304566
17,-4.646256
18,-0.72543544
19,-3.0850484
20,3.7256646
21,0.42804557
22,7.3711147
23,-2.3038976
24,-1.9123114
25,-4.4531384
26,-5.57557
27,1.7023654
28,-0.5596802
29,-0.51153743
30,-4.0005255
31,-5.89335
32,1.9837124
33,1.2024615
34,-4.039639
35,-0.82930636
36,-3.7502334
37,-2.1160417
38,2.1437528
39,4.8719287
40,5.2804704
41,-4.325949
42,8.059242
43,0.53965986
44,1.169877
45,-1.5344056
46,0.93079144
47,-2.5337691
48,4.3309464
49,4.1488247
50,4.6350627
51,-5.3960304
52,-5.129654
