,z
0,-5.2991705
1,-5.2786303
2,-8.78669
3,4.8695817
4,-1.4508586
5,-0.35680202
6,-0.25385436
7,0.38539052
8,-5.3782415
9,2.1677742
10,-5.2502894
11,-2.4539802
12,-0.51781774
13,-1.6164021
14,-0.9631756
15,-1.3421595
16,1.7067393
17,3.4358377
18,-1.4121908
19,-2.8997846
20,4.270223
21,-1.518607
22,0.2383094
23,-4.7625065
24,-2.9966252
25,-2.8491747
26,-0.6622914
27,-0.2067283
28,2.198503
29,4.3766065
30,-5.1305532
31,7.579047
32,1.4592212
33,-5.060262
34,3.5389009
35,2.317371
36,4.3135114
37,-2.638549
38,3.2320004
39,5.077595
40,2.3846061
41,-4.0378976
42,1.8011487
43,1.5591623
44,2.536693
45,6.497799
46,-3.3105767
