,z
0,4.7319946
1,0.1750108
2,3.403566
3,-2.0066278
4,-4.491324
5,-0.45483884
6,3.174079
7,-4.148047
8,1.228192
9,-1.4735451
10,-0.0628539
11,-3.819353
12,-0.4083212
13,-3.857484
14,4.95483
15,4.5306587
16,5.3761992
17,0.2767944
18,3.706817
19,-0.33147088
20,3.893652
21,-2.1312606
22,-2.699244
23,-1.2448121
24,1.3818568
25,2.7323098
26,1.0288956
27,1.5778612
28,-0.48996213
29,-4.941442
30,-0.16986372
31,-2.2003684
32,6.0562673
33,-2.8213458
34,4.8576784
35,0.062199067
36,6.9206257
37,-0.21757877
38,-0.1397152
39,-4.665498
40,4.218753
41,1.1173954
42,-0.852144
43,2.7120092
44,-5.7200584
45,5.488746
