,z
0,2.7538629
1,-3.9811614
2,0.81881887
3,0.56105655
4,3.5161269
5,8.483742
6,-2.4275107
7,5.502757
8,0.100519
9,-0.2922033
10,5.519373
11,-2.617809
12,1.1967105
13,5.0343833
14,-6.8524976
15,-1.7246659
16,4.6494694
17,-0.47088608
18,2.8795063
19,3.1310625
20,0.8748995
21,0.22837834
22,-3.2797692
23,-2.3856416
24,3.3660467
25,-4.157061
26,-2.7402132
27,-1.0966684
28,1.8238397
29,6.627074
30,3.0962322
31,-0.12655959
32,-0.2253087
33,6.7250147
34,4.652109
35,-2.38638
36,2.7538311
37,-1.4457196
38,2.7393239
39,2.6733248
40,0.7427297
41,-3.421767
42,2.4058323
43,-0.14097114
44,2.2254543
45,-1.2640256
46,0.13504362
47,-2.019477
48,-0.13167755
49,2.4840426
50,6.4020963
51,-0.7082993
