,z
0,4.5020604
1,-1.233055
2,1.0997932
3,3.09383
4,-8.340943
5,-1.839146
6,4.0638323
7,2.8793
8,-0.48821932
9,0.8466433
10,-4.137591
11,-3.3714385
12,2.653308
13,-2.781208
14,-2.5233696
15,4.633601
16,-5.709247
17,2.757817
18,0.90145326
19,1.9471604
20,-1.9425668
21,-4.109664
22,0.6936724
23,-1.354373
24,-5.9673038
25,2.108177
26,0.31760126
27,-5.5939665
28,-3.4606075
29,-3.515464
30,-5.1425467
31,-0.89581454
32,0.6364265
33,1.3758261
34,2.2619393
35,-1.482449
36,-0.723918
37,3.1671264
38,-2.6304698
39,4.172745
40,2.683797
41,-2.3278284
42,-1.1532204
43,-2.9959028
44,-1.2904922
45,5.4103394
