,z
0,-0.8078765
1,-0.052201558
2,1.615622
3,-4.2073684
4,-2.1955564
5,-2.2791035
6,-2.8016744
7,1.4341903
8,2.1399493
9,-4.0479364
10,-1.3850969
11,4.3737426
12,5.2400723
13,4.140382
14,-1.4982355
15,4.910872
16,3.3096602
17,-4.1663547
18,-1.6031517
19,10.108551
20,3.3881733
21,-1.5333313
22,-1.1048654
23,7.701881
24,3.9667766
25,6.751301
26,2.2761967
27,1.9114262
28,5.052747
29,-3.19121
30,-2.1423304
31,-2.4323332
32,-0.1407305
33,-9.346917
34,4.738332
35,1.356559
36,-4.064968
37,4.124935
38,-1.1612301
39,-3.4144483
40,-0.28729525
41,3.531016
42,-5.8374476
43,-5.121421
44,0.0706794
45,-5.755081
46,-3.5784101
47,2.9964662
48,-4.719231
49,-3.832898
50,6.690988
51,4.874648
52,-9.112474
53,-0.6820336
54,0.21091507
55,0.7647394
56,6.2965646
57,-0.04655937
