,z
0,3.1945145
1,-3.3348038
2,1.3079386
3,2.3098872
4,-0.51403093
5,5.4543056
6,-1.4340161
7,1.3698454
8,3.7313156
9,4.724531
10,-0.15026972
11,-0.75804514
12,4.347843
13,1.5334356
14,0.60341036
15,-1.9619733
16,5.3684955
17,-4.144363
18,3.5550058
19,-4.5017
20,0.1865821
21,1.6993921
22,3.4681673
23,4.7420177
24,-4.709373
25,5.0487967
26,-1.2200301
27,0.23047397
28,-0.056467343
29,-0.19694278
30,1.98247
31,-1.627012
32,-8.43742
33,2.2873542
34,1.2702475
35,2.7050626
36,1.84531
37,0.76398116
38,3.089772
39,-1.2610096
40,0.3998447
41,1.478671
42,1.0004708
43,2.163409
44,0.670836
45,-4.46854
46,0.03237528
47,-1.0594989
48,6.469844
49,3.8343205
50,-0.8095944
51,7.070314
52,4.8804326
53,0.3729249
54,1.4113059
55,1.075639
56,-2.725623
57,7.0784364
58,-4.7875175
59,-4.8439846
60,5.8475204
61,-2.3635702
62,-1.0148737
