,z
0,7.963161
1,-3.3342946
2,3.6690366
3,-4.3286448
4,-0.08854305
5,-2.1776452
6,3.7355597
7,-1.7464999
8,-0.41522747
9,-6.422043
10,-1.3946729
11,5.533635
12,2.6068137
13,-0.5969331
14,5.6761293
15,-1.4933594
16,8.6757
17,3.460086
18,2.1144693
19,-1.974023
20,-1.8095192
21,-0.9359611
22,-2.0795908
23,-4.0146923
24,0.62568206
25,-2.9548173
26,-1.3404912
27,-2.6558058
28,-2.44373
29,-0.48035032
30,6.726794
31,-1.5523512
32,-4.8689694
33,6.087101
34,7.146367
35,6.4971113
36,2.8099236
37,-3.7078204
38,2.9026713
39,-2.4719853
40,0.84288025
41,-1.277842
42,-0.2115657
43,2.3505151
44,1.4716781
45,-4.60483
46,0.34538984
47,4.855473
48,-5.21907
