,z
0,7.2463408
1,0.24114026
2,-1.0801102
3,0.6705801
4,2.915918
5,2.178792
6,2.863411
7,-0.7773772
8,2.8918655
9,1.3243858
10,1.5377176
11,8.113353
12,-1.2918018
13,-1.22278
14,0.7283177
15,0.10250718
16,-1.732713
17,2.7197685
18,-1.4072235
19,2.5818996
20,-3.3839822
21,-0.9340252
22,1.7601514
23,-0.11597252
24,2.7853143
25,1.1644733
26,-0.62648803
27,-0.43741596
28,-0.6972369
29,1.915687
30,3.314138
31,-0.37598073
32,0.2951898
33,-2.1041484
34,-2.3110487
35,5.9087625
36,-2.7901347
37,-4.487722
38,3.7755501
39,6.820408
40,-1.938125
41,-2.593225
42,-3.810824
43,-3.710524
44,-5.885552
