,z
0,1.8891425
1,4.977432
2,-1.1714597
3,8.300569
4,0.62831086
5,3.118817
6,0.6869744
7,1.8128518
8,1.764675
9,2.00805
10,-5.7994123
11,6.3761444
12,6.0403547
13,-0.44822875
14,3.31481
15,-3.529359
16,3.6771212
17,1.020825
18,2.865374
19,-0.34010014
20,-0.49299392
21,-2.4023743
22,5.977752
23,-4.2166734
24,0.08007358
25,-1.355475
26,0.3586187
27,-0.719539
28,-0.6408063
29,5.053229
30,3.770371
31,-3.2994251
32,6.9767337
33,-4.95959
34,-5.639572
35,-5.7687073
36,-2.596464
37,6.939694
38,-0.5315998
39,0.87951076
40,5.876689
41,6.162377
42,0.18299632
43,4.2364316
44,-7.18615
45,9.238531
46,-1.4359542
47,5.298179
48,3.8554718
49,-0.8906181
50,1.2441845
51,-2.1303158
52,-2.0437539
53,2.777687
54,-4.5763535
55,-4.291357
56,0.28956544
57,2.4554534
58,1.4712678
59,-6.4278092
