,z
0,-1.6486654
1,-0.13434194
2,5.7983236
3,5.0508294
4,-3.8406677
5,-1.4604436
6,1.6723462
7,-0.524232
8,-1.1299734
9,0.01883203
10,7.7036777
11,-3.4528036
12,-4.0782228
13,-1.8557075
14,0.96142715
15,-0.7192763
16,1.5616995
17,-3.1155572
18,3.3402092
19,-0.8314766
20,0.08123053
21,4.867831
22,-5.4194994
23,-0.33917892
24,-3.2583606
25,4.7558255
26,3.2706096
27,3.433984
28,-1.9660555
29,-3.646628
30,2.1198149
31,4.474114
32,-4.0076866
33,0.65061605
34,-6.0952015
35,-0.9214453
36,8.130313
37,-2.362263
38,-1.3304001
39,0.27821088
40,2.3532813
41,-4.255912
42,4.9052205
43,-4.497725
44,8.093309
45,2.211962
46,-5.314497
47,2.6874437
48,-6.6011715
49,6.0254016
50,0.7872228
51,1.494741
52,1.2681797
53,-9.678057
