z,pt,dzErr
2.876528,0.8450326,0.06573895
-1.3472837,0.5061489,0.05535576
0.69414246,3.3793826,0.008103025
2.5242753,0.85807264,0.02438847
2.7858877,1.8977518,0.008299743
-2.3466167,0.9397639,0.00831203
2.5121794,1.8019322,0.010967978
-1.722327,0.844801,0.026294837
2.8365765,1.125931,0.021019852
-6.791999,0.6219209,0.08948676
-7.3731856,0.622792,0.054859202
-6.511545,0.9857325,0.6740481
2.905581,0.79653114,0.022232298
-7.4505653,2.8408515,0.0031351268
2.0832245,0.7333192,0.029216334
-2.5108657,0.678053,0.035578012
0.4589866,0.5212878,0.011379619
2.787211,0.6963025,0.009312666
2.552508,0.5976054,0.09167375
4.041372,0.5643439,0.11937356
8.928108,1.1615999,0.053743854
2.722262,0.7363954,0.03188023
10.252877,2.1784399,0.040925723
10.411568,0.5588514,0.2544955
8.255332,1.3630772,0.05150358
2.894621,1.0423957,0.065938026
2.7079427,0.5602398,0.21213187
8.241349,1.7913032,0.026895927
4.6568894,0.6810643,0.18203767
8.243537,1.0778999,0.09073986
8.307272,2.3760285,0.03667649
2.5229461,0.68226,0.12364294
7.94089,0.5611316,0.17966075
8.2425165,2.0850954,0.07035433
-1.1171868,1.1055297,0.07249993
8.55421,0.60524815,0.16095777
0.77905583,1.0626297,0.06866913
4.5682845,0.8198642,0.10457673
2.9500725,0.6172733,0.1206779
2.3932776,1.6794779,0.045329604
2.6371472,0.63990134,0.15084016
-1.1442844,0.6953189,0.16726127
2.7270906,0.640008,0.12483676
1.0936005,0.6362103,0.13051905
2.8787005,0.5604787,0.11659787
8.170553,2.7846584,0.02801247
-1.968012,0.61426634,0.11900985
-7.3765783,0.7481382,0.09820557
-2.3643122,1.2080519,0.04404288
0.56678826,0.73973125,0.07064793
4.7501645,0.6369121,0.09426631
-2.2842567,0.52031624,0.11195862
8.253789,0.54078203,0.10948689
-10.61279,0.72846156,0.08629284
-7.066957,0.5332489,0.15871504
-5.6887,0.7125093,0.1060538
2.4911005,1.4963151,0.045121778
-2.3852243,1.0175121,0.060602807
-2.364928,0.9714405,0.059497513
4.2059793,0.777998,0.07632776
-1.6047559,0.57863367,0.099825636
-3.5088027,0.82656574,0.05241882
-7.4327846,1.5064752,0.026509892
-5.7960644,1.2721609,0.032916985
0.49048507,0.5177153,0.09726571
-2.3225057,0.7364526,0.05652728
-6.192306,1.2661337,0.03774811
2.4731703,0.8165532,0.05260802
8.414588,2.2522066,0.05449282
2.909019,1.3378813,0.037421767
4.5200906,1.0701889,0.044028062
-2.3107114,1.1831473,0.03995669
0.4978585,0.5489785,0.06322399
-2.3455138,0.9471137,0.04906437
