,z
0,1.7353485
1,2.9957569
2,2.8266973
3,4.8178606
4,2.6343071
5,-6.7835627
6,-2.4803712
7,-1.9138732
8,1.9527688
9,0.04737832
10,4.018802
11,2.7351105
12,8.096062
13,1.4433494
14,5.088403
15,3.9757574
16,7.516753
17,2.125399
18,-8.326317
19,3.2748396
20,-2.4409606
21,3.4257286
22,3.6017542
23,1.8403105
24,-4.1142373
25,-0.84474444
26,2.5076296
27,2.6874905
28,3.6955473
29,-4.7394266
30,-2.6722293
31,0.20416524
32,-4.65858
33,-3.2386997
34,-1.5677438
35,4.654558
36,0.65216804
37,-6.3415346
38,0.56894827
39,1.5923015
40,1.4393063
41,-6.593089
42,1.3902799
43,-5.90134
44,5.758009
45,-2.2734725
46,-0.73698527
47,1.5336239
48,-1.2661498
49,-3.9960341
50,2.256665
51,0.4059767
52,3.4926093
53,-1.5585983
54,-2.9478364
55,5.9977465
56,-0.71100616
57,0.12862286
58,1.561403
59,2.3101842
60,-1.5791601
61,1.8246676
62,4.9744864
63,4.9180613
64,1.4290763
65,0.53214043
66,-7.3380103
67,-1.1923748
68,-0.1923745
69,0.6831625
70,5.4452457
71,2.602868
72,1.3338667
73,-1.6157736
74,6.2058516
75,-2.9006586
76,1.120868
77,0.111008875
78,2.9225123
79,1.9379677
80,3.1805098
81,2.4409592
82,2.2363305
83,-3.540188
84,-0.8917568
85,1.9305807
86,-1.7207035
87,0.45216164
88,-0.91273093
89,-1.4204385
90,-0.28874558
91,-0.34644654
