,z
0,-3.0791008
1,-3.0486093
2,-3.026905
3,3.2565994
4,0.5165504
5,0.72158885
6,-0.5803561
7,-1.537216
8,-7.8073072
9,1.8701564
10,-1.9807131
11,6.554117
12,6.0281525
13,7.9284577
14,-0.7947499
15,1.0756209
16,1.7778448
17,1.7130325
18,1.8932046
19,6.5836697
20,-7.508052
21,-0.24132134
22,-1.6466182
23,5.293243
24,-1.5964286
25,0.87580776
26,2.1409895
27,-6.3231077
28,2.2238803
29,7.8702307
30,-6.1339126
31,6.4662704
32,-1.8276755
33,3.3033144
34,0.90621144
35,-3.940693
36,-1.9328235
37,-1.2746053
38,-7.5954967
39,0.24635835
40,-3.7088377
41,4.1415114
42,2.0084412
43,4.463057
44,-1.1978618
45,-2.9348524
46,6.4984026
47,2.4622111
48,-2.1103477
49,0.1784729
50,0.105093524
51,-2.6127758
52,4.925933
53,-1.7438064
54,-2.345347
55,4.543076
56,4.3510528
57,-1.0214372
58,2.8069963
59,6.74092
60,2.6961522
61,3.0796423
62,3.459687
63,1.5127887
64,-9.242933
65,-6.812615
66,-4.9777884
