,z
0,0.9636999
1,-0.6800848
2,-3.9303205
3,0.53753877
4,2.30607
5,-1.39372
6,5.445451
7,3.8606791
8,0.7104162
9,2.7782352
10,8.131708
11,0.014619127
12,0.876747
13,-7.4514513
14,-3.8886113
15,6.4842696
16,-2.839824
17,-3.7985437
18,4.060257
19,2.3625789
20,-1.4746648
21,1.5789688
22,5.369566
23,5.035634
24,-1.4335469
25,4.6976485
26,1.1806599
27,0.6809865
28,-5.286287
29,5.4919233
30,-1.1121322
31,-4.0857406
32,4.330808
33,-1.2458016
34,3.180894
35,-8.234908
36,4.1125264
37,-0.33898595
38,3.6855025
39,-0.79930526
40,1.060285
41,1.7511398
42,7.3506627
43,3.039461
44,5.5433927
45,-3.6854668
46,7.7369223
47,0.3960326
48,1.5306481
49,-5.7988963
50,-14.079144
51,1.404583
52,-6.353893
53,6.0790806
54,8.9290085
55,6.309072
56,-2.145225
57,6.2501945
