,z
0,5.0697813
1,-3.9538732
2,-3.2211978
3,-6.2928047
4,-1.8726107
5,6.4561563
6,1.9309616
7,7.241009
8,-0.8413189
9,-4.72628
10,4.0940647
11,0.26710036
12,-2.3853152
13,-0.665432
14,1.2541881
15,2.910326
16,0.67066634
17,-3.0376353
18,6.719414
19,2.4580889
20,3.4040673
21,-9.117371
22,7.6472797
23,-5.7814894
24,1.465363
25,2.3454428
26,0.4932109
27,2.8913634
28,4.0443263
29,-3.0551038
30,6.404928
31,-7.812398
32,2.3726466
33,-2.4988925
34,-3.2076929
35,-2.3843844
36,3.3149242
37,1.3112034
38,5.3599105
39,2.9801555
40,1.8739129
41,-1.0328922
42,-1.1173384
43,3.1812115
44,2.5069923
45,0.40539828
46,5.2855806
