,z
0,2.7520008
1,3.1308317
2,-1.4440575
3,6.7246623
4,-3.2794657
5,0.7417639
6,-2.385589
7,5.505894
8,-2.4291859
9,5.032806
10,-2.0208554
11,0.10135727
12,3.3722
13,-3.4118207
14,-1.2600893
15,2.22639
16,1.1799835
17,-0.2980395
18,-2.6181037
19,5.1161904
20,-0.12664926
21,2.4789486
22,0.82670134
23,4.6509757
24,2.878005
25,0.5612101
26,0.22703339
27,-1.7479717
28,-0.71707565
29,-0.4708584
30,-1.0916581
31,0.87083775
32,2.3985112
33,-2.7483275
34,6.395233
35,6.626912
36,-6.847755
37,-4.155404
38,8.46731
