,z
0,-8.403225
1,4.5037413
2,-2.3107872
3,2.4067607
4,6.625288
5,-7.605396
6,5.383334
7,-1.5692059
8,5.8351603
9,-1.9686544
10,4.141487
11,5.169254
12,-7.051819
13,-3.2394352
14,1.3872321
15,-4.2083106
16,-2.787732
17,5.652524
18,2.2379944
19,4.4484286
20,6.147854
21,1.9847622
22,4.3058767
23,3.6847088
24,-2.9649003
25,2.7855942
26,1.9245061
27,-0.41116142
28,0.80907404
29,0.05089513
30,-1.5291088
31,-1.2878356
32,4.7302103
33,-6.561529
34,-4.2630043
35,0.053132597
36,-3.130196
37,-1.3194324
38,0.70668745
39,2.6989655
40,4.8207355
41,-3.8107407
42,9.463039
43,0.030029498
44,-7.872598
45,-2.1245227
46,3.113899
47,8.83074
48,4.2622204
49,-1.7167311
50,6.8039474
51,3.4568202
52,6.3686085
53,-1.9982657
54,-3.4422305
55,6.1955094
56,-0.14535034
57,-3.9991758
58,-3.1175547
59,-2.2372131
60,-3.516296
61,1.9231107
62,-1.4175965
63,-4.0477285
64,2.521714
65,1.4348532
66,-0.9208564
67,0.35764447
68,1.4728163
69,11.236976
