,z
0,-0.64666504
1,0.45119706
2,-0.7904865
3,-4.0136304
4,0.13680588
5,1.9019991
6,2.900485
7,1.9787003
8,-4.365192
9,2.4568686
10,0.5690992
11,5.0335145
12,2.5173533
13,-3.9196954
14,3.7453613
15,-1.5562427
16,-1.1246678
17,5.264983
18,-3.055071
19,0.9595473
20,-1.8906708
21,7.312805
22,-0.53281265
23,4.1344576
24,0.83087885
25,5.3200874
26,0.031479437
27,-1.6858699
28,1.0559596
29,6.258739
30,-3.7874062
31,4.977204
32,2.9500656
33,3.2832537
34,-4.812572
35,7.638008
36,3.0378702
37,2.1882687
38,-3.0232038
39,-6.6902266
40,3.902934
41,3.4707735
42,-2.954192
43,1.5310225
44,-1.0470786
45,5.9845223
