,z
0,8.58046
1,4.297086
2,5.306909
3,-0.9306174
4,7.2208233
5,-5.791779
6,-2.5188098
7,2.4342911
8,-0.5899487
9,-1.8469578
10,-1.2474179
11,-2.911303
12,6.1307287
13,-2.8736417
14,-0.115108155
15,3.5077572
16,-0.2077979
17,0.27991843
18,-1.0058752
19,3.6176965
20,-2.9935794
21,-1.7636838
22,0.8235292
23,-0.769437
24,2.4815378
25,-2.9559765
26,7.9251094
27,3.1138344
28,-2.1387177
29,0.56731045
30,1.9983264
31,3.7457142
32,1.0060611
33,2.5455134
34,3.8472192
35,0.4701848
36,-3.2722402
37,-4.6563177
38,1.1521211
39,5.9979696
40,-0.21410023
41,7.917504
42,-4.94896
43,-5.0514307
44,1.1083975
45,7.642112
46,-5.747576
47,2.8101466
48,-1.2524455
49,1.1808391
50,0.33759105
51,3.7689269
52,-3.043635
53,2.561993
54,-0.22740468
55,0.2597514
56,-2.0263932
57,2.1003306
