,z
0,0.03180512
1,4.850402
2,-3.1802838
3,-6.352921
4,2.3351383
5,-5.991754
6,-6.1235275
7,6.9559994
8,1.8140113
9,-2.14363
10,0.13450071
11,1.6639194
12,4.04195
13,2.0057323
14,4.9654737
15,1.545464
16,2.7401123
17,1.8110178
18,-3.57114
19,-0.41980183
20,-0.9381498
21,-1.0635017
22,1.3140779
23,4.6797175
24,-1.1716537
25,0.2570449
26,2.4035177
27,1.7943269
28,3.6113284
29,-0.07109944
30,1.6800607
31,0.9979234
32,2.8195372
33,0.9431126
34,8.853133
35,-0.29933247
36,3.2467048
37,-3.1893315
38,-1.9506948
39,-1.2673973
40,-2.7800555
41,-0.51030546
42,2.9591699
43,1.2368051
44,5.2723866
45,-2.333942
46,-5.4810734
47,-0.5216979
48,2.4158862
49,-1.9896417
50,2.109161
51,3.803034
52,1.466845
53,-0.560637
54,-5.517297
55,2.3069015
56,-0.29907587
57,-4.554936
58,0.18181378
59,4.9919825
60,3.6698859
61,3.6748674
62,4.499268
63,-0.70012206
64,-1.7994738
65,3.3788927
66,-6.0327845
67,4.3840785
68,-1.9454747
69,0.33765292
70,-7.087347
71,-5.193036
72,-6.1213465
