,z
0,-0.033797607
1,1.4196553
2,-0.29213557
3,4.633027
4,3.1556578
5,-4.958225
6,2.8521047
7,2.5357397
8,-2.667146
9,-1.7870959
10,6.079871
11,-5.768715
12,-0.515495
13,-3.9224532
14,-1.5562246
15,-1.6530845
16,4.8874483
17,4.5547976
18,-4.631789
19,1.1202068
20,1.7480116
21,-1.1445388
22,3.4280856
23,3.5587933
24,1.4112979
25,2.5434344
26,5.3528013
27,0.68587846
28,-1.8591514
29,-1.2395409
30,5.630577
31,1.9991605
32,-0.23214565
33,2.4531605
34,4.394767
35,-3.8951783
36,-0.60179627
37,-5.354832
38,-1.4925007
39,8.601376
40,0.9422314
