,z
0,2.8788838
1,-4.0381494
2,3.8118382
3,-1.950534
4,1.1109624
5,1.5496329
6,-1.4982284
7,0.626886
8,1.9693924
9,1.2998164
10,1.2405376
11,-0.6070256
12,4.1718874
13,4.3939223
14,-2.138543
15,8.878924
16,2.4651458
17,8.016365
18,1.6274984
19,2.3296535
20,0.22703345
21,0.85944444
22,8.183695
23,-2.3742704
24,-0.64945847
25,1.1073318
26,5.2672825
27,-0.94436985
28,-8.593565
29,1.5572572
30,1.708921
31,-0.17946315
32,-1.22601
33,2.4061408
34,0.90859646
35,2.8922033
36,6.003946
37,-3.9565737
38,0.07857979
39,-4.091645
40,3.116632
41,-1.539483
42,1.7521861
43,8.566528
44,7.553258
45,-4.340953
46,2.2295103
47,-2.1487157
48,6.407271
49,7.903795
50,-2.498392
51,0.042255007
52,0.71948695
53,-0.6029999
54,0.038243443
55,8.857789
56,-1.0720446
57,-0.91828436
58,-4.1553245
59,-1.6335791
60,-1.0833048
61,4.014167
62,-0.25979853
63,4.941251
64,-2.7423782
65,-0.13860264
66,2.0796368
67,-2.1657612
68,4.562304
69,1.3865671
70,-0.33666646
71,6.326369
72,-1.6300159
73,7.036282
74,-4.8253326
75,-1.6083133
76,-1.2677186
77,-1.6161065
