,z
0,0.4268512
1,-2.6825812
2,2.4512787
3,7.1997786
4,-0.64467245
5,-7.5418367
6,-3.1696126
7,2.3575814
8,-10.771113
9,6.952594
10,-1.0423025
11,-5.2253885
12,-8.428866
13,4.9185085
14,-0.94510347
15,-0.9920192
16,-1.4508218
17,-5.795357
18,-3.4039323
19,-5.2868423
20,6.001524
21,2.5459807
22,-0.23296115
23,7.934624
24,2.4832327
25,10.145489
26,-0.5919445
27,-5.022303
28,9.804356
29,-6.7310233
30,1.9290161
31,0.7866343
32,-0.37913525
33,-0.58327305
34,3.7390418
35,4.594281
36,-1.5251801
37,-5.139951
38,-1.0369658
39,0.6687831
40,7.712673
41,-2.886362
42,-0.27624437
43,3.7393055
44,0.7276374
45,-1.9005941
46,1.7889801
47,4.647961
48,5.5474267
49,3.680642
50,1.4022454
51,-0.8127861
52,-1.4686083
53,9.037308
54,5.8493223
55,-0.9350087
56,-1.6134306
57,-2.8144398
58,-2.1639097
59,-3.9582794
60,0.88511044
61,-4.15436
62,-0.93911743
63,12.547595
64,-2.9847968
65,8.447348
66,-3.1115873
67,2.567088
