,z
0,-1.1684115
1,-2.0269566
2,2.7435055
3,-4.048715
4,-2.212491
5,-2.502544
6,1.758753
7,-0.49391237
8,1.7940657
9,5.486397
10,-1.0759671
11,3.3784137
12,5.044934
13,-2.4442194
14,0.6108272
15,9.32202
16,-3.2496123
17,-2.6255534
18,-1.5020728
19,-2.7181995
20,-1.0405638
21,6.3130136
22,-11.702236
23,2.248027
24,-4.8854623
25,4.2825565
26,1.1135811
27,2.5088332
28,2.8429399
29,0.055322804
30,0.30126864
31,-4.431811
32,-0.74181783
33,0.86614096
34,4.886777
35,-7.0897055
36,-2.5660129
37,0.12723017
38,-3.89674
39,-3.3331442
40,1.3424897
41,4.4895825
42,-3.6350005
43,-0.17572118
44,1.6759813
45,6.681185
46,4.4191504
47,5.1694374
48,-0.08648143
49,-8.092349
50,3.6192389
51,1.4815363
52,1.63288
53,-2.3456664
54,7.618817
55,2.0974822
56,-7.963798
57,2.46935
58,2.0100734
59,-5.686595
60,-1.6173246
